REGISTRO_ANCINE,CNPJ_EMPRESA,RAZAO_SOCIAL,EMPRESA_ASSOCIADA,CNPJ_EMPRESA_ASSOCIADA
28047,19.409.378/0001-71,EMELI PARTICIPAÇÕES EIRELI,CINE ELI PARAÍBA CINEMAS LTDA,28.492.489/0001-85
32155,23.288.683/0001-20,EWERTON LUIS DE SOUZA BRANDOLT,CINE + ARTE SOMBRIO LTDA,35.505.937/0001-01
17274,11.717.663/0001-48,SPLIT STUDIO PRODUÇÕES AUDIOVISUAIS LTDA.,SPLIT CRIAÇÕES AUDIOVISUAIS LTDA,17.811.379/0001-12
38205,20.877.608/0001-06,BABEL AZZA AGENCIA DE PUBLICIDADE LTDA,HQZ MARKETING DIGITAL LTDA,14.717.293/0001-37
52151,42.580.060/0001-70,MAGNÍFICA EVENTOS CULTURAIS E ARTÍSTICOS LTDA,"POLAR FILMES, EVENTOS CULTURAIS E ARTISTICOS LTDA EPP",08.708.048/0001-60
28288,10.199.150/0001-20,TERRA BRASILIA COMUNICAÇÃO,ANA MENDES,27.976.094/0001-95
1083,01.425.583/0001-65,CIRCUITO CINEARTE LTDA,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,06.953.374/0001-08
40590,30.670.167/0001-20,CINEMATOGRÁFICA LAFAIETE LTDA.,CINEMATOGRÁFICA OURO BRANCO LTDA,44.084.629/0001-32
41526,30.247.401/0001-01,NONG MAPEAMENTO AÉREO LTDA,LUI FILMES E PUBLICIDADES LTDA,34.688.961/0001-52
42368,11.813.191/0001-27,SOLUÇÕES CRIATIVAS PRODUÇÕES CULTURAIS,INSTITUTO CATITU - ALDEIA EM CENA,10.894.837/0001-85
21932,97.544.294/0001-54,MUNDO PORTÁTIL COMÉRCIO DE DISCOS E BRINQUEDOS LTDA.,"INSTITUTO DE DESENVOLVIMENTO, ESTUDO E INTEGRAÇÃO PELA ANIMAÇÃO - IDEIA",05.596.539/0001-79
2376,06.034.577/0001-09,REDECINE TOTAL CINEMATOGRÁFICA LTDA,REDECINE MOGI GUAÇU CINEMATOGRÁFICA LTDA,16.888.328/0001-26
47061,19.145.155/0001-44,MARINA COUTINHO AZZE 04573554688,MAZ- ASSOCIAÇÃO ARTÍSTICA MARINA AZZE,34.606.761/0001-03
13313,09.207.407/0001-69,"COLMEIA CAPACITACAO, CRIACAO E PRODUCAO DE CONTEUDOS LTDA",PRODUÇÕES SCHMIDT LTDA,05.203.273/0001-57
29,01.629.547/0001-13,DREAM FILMES ASSOCIADOS LTDA,PRODUTORA DE CINEMA E FILMES ASSOCIADOS LTDA.,01.648.742/0001-90
1249,02.279.785/0001-09,MULTICABO TELEVISAO LTDA,CABLE BAHIA LTDA,04.110.695/0001-15
37777,28.663.461/0001-63,PORTO VELHO FILMES LTDA - ME,VIDEOGRAFICA FILMES LTDA,01.030.870/0001-76
4465,07.447.850/0001-81,30 PÉS FILMES LTDA.,FILMES MAIS LTDA,03.435.290/0001-94
47860,34.093.368/0001-63,PARKER PRODUCOES AUDIOVISUAIS LTDA,KRM PRODUÇÕES AUDIOVISUAIS LTDA,05.474.957/0001-93
11768,08.440.376/0001-29,DELICATESSEN - PRODUÇÃO DE FILMES LTDA.,ULTRAVIOLETA PRODUCAO AUDIOVISUAL LTDA,27.390.923/0001-53
47904,40.473.692/0001-00,SEIVA PRODUCAO DE FILMES LTDA,ULTRAVIOLETA PRODUCAO AUDIOVISUAL LTDA,27.390.923/0001-53
2973,72.089.667/0001-13,TATU FILMES LTDA-ME,TUBARÃO FILMES LTDA,24.971.903/0001-88
30044,22.380.095/0001-59,VAPT FILMES PRODUÇÕES EIRELI ME,BENEDETTO AGENCIA DIGITAL LTDA,32.299.951/0001-08
1994,04.006.465/0001-00,SR SÃO PAULO CINEMAS S/A,EMPRESA CINEMAS SÃO LUIZ S/A,33.497.660/0001-89
167,52.113.594/0001-40,QUANTA CENTRO DE PROD. CINEMATOGRÁFICA DE SÃO PAULO LTDA.,ESTUDIOS RIOS PRODUÇÕES SPE S.A.,46.334.899/0001-80
33770,24.971.903/0001-88,TUBARÃO FILMES LTDA,TATU FILMES LTDA-ME,72.089.667/0001-13
24589,14.690.827/0001-89,QUANTA POST FINALIZAÇÃO DE PRODUÇÕES CINEMATOGRÁFICAS LTDA,QUANTA CENTRO DE PROD. CINEMATOGRÁFICA DE SÃO PAULO LTDA.,52.113.594/0001-40
17381,05.469.627/0001-00,L PIRES,BSB SERVIÇOS CINEGROUP LTDA,06.900.652/0001-69
27351,20.316.187/0001-44,SET FILMES & PRODUCOES EIRELI - ME,KELLY SHYRLENE DA R. SILVA,07.472.853/0001-75
46881,36.822.558/0001-08,FABRICIO PEREIRA DE MENEZES,PRAIA PRODUÇÕES DE FILMES PARA PUBLICIDADE EIRELI,10.585.355/0001-43
40186,29.403.148/0001-59,ROMÃ PRODUTORA CULTURAL,ESPAÇO CULTURAL SINHA PRADO GUIMARÃES LTDA.,03.348.543/0001-92
39833,30.370.614/0001-26,MACHINE FILMES LTDA,MONOCINE FILMES LTDA,45.423.853/0001-74
4242,07.395.556/0001-73,AVALON PRODUTORA DE VÍDEOS LTDA.,EDITORA E ESTÚDIO DE COMUNICAÇÃO COELHO JR LTDA.,02.148.568/0001-80
48045,40.246.250/0001-20,PAULO DA COSTA BARALDI 07800087662,AGENCIA DE SERVICOS E APOIO ADMINISTRATIVO LTDA,47.307.697/0001-01
2044,03.080.378/0001-30,485 PRODUÇÕES LTDA,MR FILMES EIRELI,26.200.058/0001-72
45187,28.863.578/0001-90,PUBLITAKE PRODUTORA E SERVIÇOS LTDA,PRODUTORA TAKE FILMES LTDA,10.768.716/0001-97
30643,22.844.031/0001-61,LEANDRO LIMA LOPES SERVICOS - ME,STUDIO DROPZ FILMES - EIRELI - ME,16.507.252/0001-41
14650,32.634.792/0001-42,TV ON COMUNICAÇÃO LTDA,MARIA DA CONCEIÇÃO DE OLIVEIRA BARBOSA,04.691.932/0001-89
51642,29.707.580/0001-33,JUKEBOX PRODUCOES ARTISTICAS LTDA,V E D SHOW BUSINESS - PRODUÇÃO MUSICAL LTDA,29.455.704/0001-30
12941,09.012.841/0001-93,BARRY COMPANY PRODUÇÕES AUDIOVISUAIS LTDA,FOGO CERRADO IMAGENS E SERVIÇOS LTDA ME,03.762.421/0001-48
30506,22.751.296/0001-15,RAMPA PRODUÇÕES LTDA,ONTOP PRODUTORA LTDA,05.360.352/0001-71
2987,58.483.678/0001-52,HGN PRODUÇÕES CINEMATOGRÁFICAS LTDA,H.GUIMARAES NETO DIGITAL PRODUCOES - ME,13.704.763/0001-65
19865,03.763.316/0001-23,GANESHA PRODUÇÕES ARTÍSTICAS LTDA,NACH VÍDEO PRODUÇÕES LTDA,00.669.963/0001-82
2968,71.912.711/0001-80,LUI CINEMATOGRÁFICA LTDA.,INDUSTRIA E COMERCIO DE POLTRONAS PARA CINEMA SANTA CLARA LTDA,00.912.718/0001-54
2364,31.611.189/0001-82,CINEMAS PARIS SEVERIANO RIBEIRO LTDA,SR SÃO PAULO CINEMAS S/A,04.006.465/0001-00
37901,28.725.154/0001-60,ROBERTA MEYER MIRANDA DA VEIGA 81226780920,BASE DIGITAL VÍDEO E COMUNICAÇÃO LTDA,07.581.953/0001-30
1798,06.058.551/0001-92,RONDON PRODUÇÕES DE FILMES LIMITADA - ME,RODRIGO S. PIOVEZAN-ME,04.272.715/0001-54
37180,18.260.436/0001-85,TZERO ARQUITETURA LTDA,REVENGLAB LTDA,28.932.265/0001-47
4138,25.288.333/0001-99,TELEVISAO SOCIEDADE LIMITADA,RADIO E TELEVISAO RECORD S.A,60.628.369/0001-75
26811,17.856.194/0001-24,CASA NOVA PRODUÇÕES AUDIO E VIDEO LTDA,TVCASA PRODUCOES AUDIO E VIDEO LTDA - ME,11.877.823/0001-16
583,47.257.902/0001-71,MAURICIO DE SOUSA PRODUÇÕES S.A,MAURICIO DE SOUSA EDITORA LTDA,08.267.787/0001-64
13245,60.882.016/0001-05,J.M. VÍDEO E PRODUÇÕES LTDA,R & M PRODUCOES DE VIDEOS LTDA - EPP,02.588.731/0001-25
31772,23.300.074/0001-49,NASCIMENTO E GAIOTTO E GAIOTTO MULTIMIDIA LTDA - ME,"W V DO NASCIMENTO REPRESENTAÇÃO COMERCIAL, LOCAÇÕES E SERVIÇOS",13.024.650/0001-19
52112,10.442.435/0001-40,LIGUE MÓVEL S.A.,SUMICITY TELECOMUNICAÇÕES S.A.,07.714.104/0001-07
39637,28.065.289/0001-46,MEIRE CRISTIANE ALVES DE CARVALHO GODOY E CIA LTDA - ME,ZRG PRODUÇÕES LTDA ME,10.697.251/0001-20
568,74.107.475/0001-18,TAMBKE FILMES LTDA,POLEMIKA,06.110.319/0001-56
3758,06.953.374/0001-08,ESPAÇO CULTURAL DE CINEMA DE SALVADOR LTDA,COISA DE CINEMA - CINEMA E VÍDEO LTDA ME,00.845.658/0001-02
29560,21.599.452/0001-01,CINEMATOGRAFICA NORDESTE LTDA,CINE ELI SERGIPE CINEMAS LTDA,30.456.242/0001-55
33245,23.566.806/0001-47,D T CASTILHO PRODUTORA - ME,A F T CASTILHO PRODUTORA / LA CASA DE LA MADRE,10.712.582/0001-92
50697,36.025.085/0001-00,BLACK JACK FILMS PRODUÇÕES LTDA,MAKE IMAGE LTDA,18.778.716/0001-80
5304,07.728.008/0001-18,DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA,IN BRANDS WE TRUST MARKETING E DISTRIBUIÇÃO LTDA,06.071.909/0001-17
14567,68.737.857/0001-22,RBS PARTICIPACOES S A,RBS EMPRESA DE TVA LTDA,93.049.245/0001-94
35544,05.303.637/0001-70,SONGUI PÓS PRODUÇÃO LTDA-ME,VERBAIS E VISUAIS PRODUÇÕES LTDA. ME,10.678.657/0001-66
18309,13.021.376/0001-24,RJ SERVICOS CINE GROUP LTDA,L PIRES,05.469.627/0001-00
50790,42.894.947/0001-33,COOPERATIVA AUDIOVISUAL DO VELHO OESTE,OESTE CINEMA LTDA,23.180.804/0001-15
2772,00.567.570/0001-68,ESPLANADA CINEMATOGRÁFICA LTDA,EMPRESA CINEMATOGRÁFICA CAMPO GRANDE,51.460.582/0001-20
5252,05.077.549/0001-06,CINEMATOGRÁFICA GUARAPARI LTDA,CINEMATOGRÁFICA CACHOEIRO LTDA ME,04.736.746/0001-19
60,96.288.634/0001-60,ZERO FILMES LTDA,ZEROBRAS PRODUÇÕES LTDA.,11.668.777/0001-45
16448,09.543.610/0001-06,ASSOCIAÇÃO DOS DESIGNERS DE JOIAS E ACESSORIOS DE PERNAMBUCO,ANJOLUZ PRODUÇÕES CINEMATOGRÁFICAS LTDA,11.630.801/0001-57
24520,67.214.197/0001-32,Z.C.L. COMÉRCIO PROMOÇÕES E PRODUÇÕES LTDA.,MAC PRODUÇÕES LTDA,21.198.190/0001-73
41877,22.057.272/0001-60,ADRIANA SCORZELLI RATTES,VIRAMUNDO CINEMA E PARTICIPAÇÕES LTDA.,03.623.153/0001-83
52433,48.414.051/0001-96,MSV COMUNICA LTDA,FESTI PRODUÇÕES EIRELI,30.710.004/0001-24
201,01.618.105/0001-71,ESTUDIOS MEGA LTDA,TIBET FILME LTDA,02.660.748/0001-46
38537,19.221.649/0001-60,ASSOCIAÇÃO FABRICARTE SOLUÇÕES CULTURAIS,LUMI PRODUÇÕES ARTÍSTICAS E COMUNICAÇÃO VISUAL LTDA ME,17.694.674/0001-36
29669,11.516.153/0001-02,CAPTURA PRODUCOES LTDA - ME,CAPTURA ENTRETENIMENTO LTDA,28.530.455/0001-38
15992,11.073.883/0001-86,FILM NOISE PRODUÇÕES CINEMATOGRAFICAS LTDA,FILMES DO IMPOSSIVEL PRODUCAO AUDIOVISUAL EIRELI,21.866.255/0001-01
29617,20.472.602/0001-59,ASSOCIAÇÃO PROSÉLITOS,PROSÉLITOS PRODUÇÕES E MARKETING EIRELI,17.721.125/0001-03
40837,13.603.371/0001-00,STORYLAND PRODUÇÃO DE CONTEÚDO E SERVIÇOS LTDA.,MUTEMA PRODUÇÕES CULTURAIS LTDA- ME,24.603.823/0001-70
18383,13.188.290/0001-90,INFFINITO ENTRETENIMENTO E COMUNICAÇÕES LTDA,INFFINITO EVENTOS E PRODUÇÕES LTDA,04.303.816/0001-45
2250,72.672.017/0001-04,CANNES PRODUÇÕES S/A,LW EDITORA DISTRIBUIDORA E ASSESSORIA DE COMUNICAÇÃO LTDA,02.254.727/0001-20
7086,06.943.119/0001-84,CANNES CINEMA S.A,LW EDITORA DISTRIBUIDORA E ASSESSORIA DE COMUNICAÇÃO LTDA,02.254.727/0001-20
24398,17.753.477/0001-40,ESTEVES CONSTRUÇÕES E TECNOLOGIA LTDA,IMAGEM PRODUÇÕES S/C LTDA.,01.942.731/0001-19
4458,73.462.434/0001-87,ILHOTA LESTE PRODUÇÕES ARTÍSTICAS S/C LTDA,REDE GOIANIA DE RADIO E TELEVISAO LTDA,05.113.990/0001-98
13391,08.874.124/0001-08,DDFILMES COMUNICAÇÃO LTDA EPP,DDF AUDIOVISUAL LTDA,30.713.198/0001-11
25399,17.691.378/0001-81,TENORIO PRODUCOES E GESTAO CULTURAL LTDA - ME,EBS TENORIO PRODUCOES EIRELI,35.159.769/0001-31
50562,43.168.200/0001-60,BOBO FILMES LTDA,DVP DESIGNER VIDEO PRODUÇÕES LTDA - ME,14.517.537/0001-38
2741,03.623.153/0001-83,VIRAMUNDO CINEMA E PARTICIPAÇÕES LTDA.,ADRIANA SCORZELLI RATTES,22.057.272/0001-60
32475,10.572.965/0001-02,MH FILMES LTDA - ME,MOOVE HOUSE IDEIAS CRIATIVAS E AUDIOVISUAIS LTDA - ME,06.963.031/0001-24
22038,15.743.170/0001-33,MOVIOCA PRODUÇÕES ARTÍSTICAS LTDA - ME,MOVIOCA SALVADOR PRODUCOES ARTISTICAS LTDA ME,03.958.889/0001-02
18398,73.042.962/0001-87,THE WALT DISNEY COMPANY (BRASIL) LTDA.,FOX FILM DO BRASIL LTDA,33.110.420/0001-80
21901,12.479.256/0001-02,CYGNUS MEDIA LTDA,RPJ PRODUTORES ASSOCIADOS LTDA,05.161.846/0001-27
42540,29.056.399/0001-04,ANALAGA PRODUÇÕES ARTÍSTICAS LTDA-ME,B&D PRODUÇÕES ARTÍSTICAS LTDA,19.699.190/0001-05
7086,06.943.119/0001-84,CANNES CINEMA S.A,CANNES PRODUÇÕES S/A,72.672.017/0001-04
423,27.052.323/0001-85,PUBLYTIME COMUNICAÇÃO LTDA,PUBLYTAPE COMUNICAÇÃO LTDA,30.013.056/0001-41
32564,80.787.484/0001-08,TELE IMPACTO VÍDEO E ÁUDIO LTDA ME,AMPLER PRODUCÕES CINEMATOGRÁFICAS E DE TELEVISÃO EIRELI,35.734.675/0001-49
51889,45.303.885/0001-36,ADVENTURES STUDIOS LTDA,AVELLAR MEDIA CONSULTORIA PUBLICIDADE E MARKETING LTDA,30.798.660/0001-20
27912,42.898.015/0001-69,CINEMAS USINA LIBERDADE LTDA,CINESALA EXIBIÇÕES E EVENTOS LTDA,19.361.857/0001-65
25229,18.695.259/0001-60,MOVIEPASS CINEMATOGRÁFICA LTDA,CINEPASS CINEMATOGRÁFICA LTDA,03.387.103/0001-44
1660,14.714.331/0001-06,ORIENT FILMES - DISTRIBUIDORA DE FILMES LTDA,CARIRI PLEXCINE LTDA,19.805.153/0001-34
592,02.745.624/0001-63,ESTAÇÃO CINEMA E CULTURA LTDA,PORTO FELIZ CAFÉ E VIDEO LTDA,33.747.452/0001-90
2741,03.623.153/0001-83,VIRAMUNDO CINEMA E PARTICIPAÇÕES LTDA.,PORTO FELIZ CAFÉ E VIDEO LTDA,33.747.452/0001-90
45473,11.084.848/0001-62,CLAUDIO CINELLI GOMES DE ALMEIDA,HUB VFX PRODUCOES LTDA,33.304.912/0001-06
50984,10.445.550/0001-78,CONRADO LANCEROTTI GRANDINO,ARTE INTELIGENCIA EM MIDIAS LTDA,28.699.865/0001-07
585,04.063.325/0001-74,MEGACINE EDIÇÃO DE SOM MIXAGEM LTDA.,ESTUDIOS MEGA LTDA,01.618.105/0001-71
407,02.660.571/0001-88,INDIE RECORDS LTDA,BRASIL FILMES LTDA,02.660.841/0001-50
264,02.660.748/0001-46,TIBET FILME LTDA,BRASIL FILMES LTDA,02.660.841/0001-50
46,34.012.898/0001-30,JODAF PRODUÇÕES CINEMATOGRÁFICAS LTDA,ART2D2 PRODUÇÕES LTDA,72.353.725/0001-74
49913,40.585.042/0001-56,IDE PRODUCTIONS LTDA,SOTAQUE FILMES LTDA - ME,26.066.060/0001-09
36461,11.496.603/0001-42,SIC ­ SISTEMA INTEGRADO DE COMUNICACAO LTDA,SOTAQUE FILMES LTDA - ME,26.066.060/0001-09
27879,20.862.863/0001-85,BALTA & SILVA LTDA - ME,J D A DA SILVA,37.865.834/0001-70
43372,29.814.706/0001-79,TRINA PRODUÇÃO DE FILMES PARA PUBLICIDADE LTDA.,FRAMERIA CRIAÇÃO E PRODUÇÃO LTDA,40.036.132/0001-98
50412,44.873.748/0001-74,ROKE PRODUÇÕES ARTÍSTICAS LTDA,R.G. DOS SANTOS - PRODUCOES ARTISTICAS,15.589.207/0001-10
46595,10.305.548/0001-01,SISTEMA TIMON DE RADIODIFUSÃO LTDA,ATIVA ASCOM LTDA,07.932.269/0001-55
10,02.020.661/0001-04,CONSPIRAÇÃO FILMES S/A,VEREDA INTERNACIONAL AUDIOVISUAL LTDA,09.112.697/0001-67
15062,10.355.342/0001-88,PADUA E SAAD ESTUDIO LTDA - EPP,AE PRODUCOES CULTURAIS LTDA EPP,12.355.705/0001-00
38432,10.603.283/0001-10,TOWER WEB SOLUÇÕES DE INTERNET LTDA.,S.M. GOMES LTDA,42.128.343/0001-86
48462,41.670.839/0001-14,SUSTO PRODUÇÃO DE FILMES LTDA,PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.,25.206.544/0001-35
38333,22.947.409/0001-52,RAPHAEL FERREIRA RODRIGUEZ 33016859866,LEMONADE CONTEUDO,32.648.863/0001-66
24386,58.833.997/0001-40,TV ALIANCA PAULISTA LTDA,3 T MEDIA SOLUTIONS ASSESSORIA E COMUNICAÇÕES LTDA,07.126.215/0001-00
48121,17.109.435/0001-71,NETMINAS TELECOMUNICAÇÕES EIRELI,RIO CABLE TELECOM LTDA,13.537.127/0001-96
1803,50.814.201/0001-09,WGV PRODUÇÕES ARTÍSTICAS LTDA.,FERVEDOURO PRODUCOES CINEMATOGRAFICAS LITERARIAS E CULTURAIS UNIPESSOAL LTDA,46.709.797/0001-00
12801,07.763.082/0001-75,UNITV PRODUTORA LTDA,UNIGRAF EDITORA E PLANEJAMENTO LTDA.,42.167.171/0001-50
47522,34.670.566/0001-42,CURSOS CRESCENT LTDA,UNIGRAF EDITORA E PLANEJAMENTO LTDA.,42.167.171/0001-50
17254,61.106.779/0001-19,LIRA FILMES E VÍDEO LTDA,GUARIBA FILMES LTDA - ME,09.513.620/0001-07
25627,18.857.801/0001-33,TERRAVISTA PRODUÇÃO E EDIÇÃO EIRELI,TERRAVISTA EDIÇÃO E PRODUÇÃO LTDA,30.697.834/0001-69
25169,17.666.476/0001-69,CSM PRODUÇÕES ARTÍSTICAS EIRELI-EPP,CRSM PRODUÇÕES ARTÍSTICAS LTDA.,04.287.585/0001-23
35549,20.766.511/0001-26,PRIMATA PRODUÇÕES AUDIOVISUAIS E COMÉRCIO DE ALIMENTOS PARA EVENTOS EIRELI,ALPHA PRODUÇÕES LTDA ME,04.432.782/0001-99
34223,10.935.395/0001-78,BISULINHA PARTICIPACÕES E ENTRETENIMENTO LTDA,CAPADÓCIA  PARTICIPAÇÕES H LTDA,10.344.283/0001-42
51695,25.206.544/0001-35,PAPAKI PARTICIPACOES E PRODUCOES AUDIOVISUAIS LTDA.,SUSTO PRODUÇÃO DE FILMES LTDA,41.670.839/0001-14
47904,40.473.692/0001-00,SEIVA PRODUCAO DE FILMES LTDA,SUSTO PRODUÇÃO DE FILMES LTDA,41.670.839/0001-14
34174,24.688.159/0001-09,TUXAUA FILMES E VIDEOS LTDA,CALAMENGAU FILMES E VIDEOS LTDA,10.521.569/0001-56
39768,28.833.314/0001-94,TAKE4 GESTÃO DE ATIVOS LTDA,CSM PRODUÇÕES ARTÍSTICAS EIRELI-EPP,17.666.476/0001-69
12304,07.695.784/0001-69,O PRINCIPE PRODUÇÕES LTDA,SP FILMES DE SÃO PAULO LTDA,59.190.843/0001-40
18897,13.471.208/0001-30,GUTS FILMES LTDA - ME,NÚCLEO GUTS DE CRIAÇÃO LTDA,26.267.270/0001-57
2238,28.629.780/0001-52,VISON PRODUÇOES ARTISTICAS LTDA.,RL PRODUÇÕES MUSICAIS LTDA,36.526.614/0001-59
40090,22.358.971/0001-40,TS MUSIC EIRELI-EPP,HIT MUSIC PRODUTORA LTDA - EPP,17.086.373/0001-20
12009,08.537.354/0001-81,ONDE ESTÁ VOCÊ ADMINISTRADORA DE PROD. E SERV. MULTIMÍDIA LTDA,GMRM ENTRETENIMENTOS LTDA.,25.141.399/0001-51
16364,10.674.095/0001-82,M. PRODUÇÕES DE VÍDEO E PUBLICIDADE LTDA,NAHMAR PRODUÇÃO DE VÍDEO E PUBLICIDADE LTDA ME,12.976.369/0001-13
35885,10.839.003/0001-77,NERVO ÓPTICO CRIAÇÃO DE TEXTOS E PRODUÇÃO DE FILMES LTDA ME,IMAGO AUDIOVISUAL LTDA ME,15.742.101/0001-05
572,05.161.846/0001-27,RPJ PRODUTORES ASSOCIADOS LTDA,LYNXFILM PRODUÇÕES AUDIO-VISUAIS LTDA,61.383.022/0001-72
39023,13.841.379/0001-04,INSTITUTO DE DESENVOLVIMENTO UNICERRADO,INSTITUTO DE DESENVOLVIMENTO HUMANO MÉTODO EIRELI - ME,13.316.425/0001-56
48869,36.290.885/0001-58,HYBRID COMUNICACAO DIGITAL LTDA,JOES GARAGE PRODUCOES LTDA,14.432.832/0001-91
15428,20.471.272/0001-87,CANASTRA REAL,CANASTRA REAL PRODUCOES CULTURAIS LTDA - ME,14.408.669/0001-21
21117,02.601.469/0001-01,T.S. CINEMATOGRAFICAS LTDA,CRYSTAL CINEMATOGRÁFICA LTDA,30.510.135/0001-68
16897,11.571.077/0001-38,JOSUÉ´S CINE HOTEL FAZENDA SOBRADINHO LTDA-ME,JOSUÉ´S CINE COMUNICAÇÃO CAPITÓLIO LTDA.,36.187.298/0001-38
34841,00.977.351/0001-57,JONASCE LTDA.- ME,JOSUÉ´S CINE COMUNICAÇÃO CAPITÓLIO LTDA.,36.187.298/0001-38
17776,11.122.144/0001-37,JOSUE'S CINE SHOPPING LTDA,JOSUÉ´S CINE COMUNICAÇÃO CAPITÓLIO LTDA.,36.187.298/0001-38
38606,28.497.273/0001-02,VITORIA FILMES EIRELI - ME,H C M DOS SANTOS,12.379.149/0001-02
3293,04.334.366/0001-58,NEWCO PROGRAMADORA E PRODUTORA DE COMUNICACAO LTDA.,TELEVISÃO BANDEIRANTES DO PARANÁ LTDA,77.969.145/0001-20
2980,03.340.747/0001-87,EMPRESA CINEMATOGRÁFICA REPUBLICA LTDA,SANTOS CINEMATOGRAFIA LTDA,59.042.937/0001-72
52290,47.093.852/0001-34,CINE LASER CASCAVEL LTDA,CINE LASER NORTE CINEMA LTDA,34.626.954/0001-26
34168,14.777.813/0001-05,DAFNE GRAVACAO E MIXAGEM DE AUDIO LTDA-ME,LE TOUR DU MONDE AUDIO DESIGN LTDA,28.465.498/0001-87
456,01.613.614/0001-01,GOA PICTURES LTDA,SARAVA FILMES LTDA,35.445.795/0001-26
2869,04.547.950/0001-91,FEIRA PLEXCINE LTDA.,CINEMAS PARIS ORIENT LTDA,86.985.587/0001-50
1229,33.924.739/0001-49,EMPRESA CINE TEATRO TAMOIO LTDA,CINEMAS PARIS ORIENT LTDA,86.985.587/0001-50
20462,03.862.216/0001-54,TELEVISAO CIDADE MODELO LTDA,GRAÇA FILMES PRODUTORA E DISTRIBUIDORA LTDA,11.292.373/0001-08
52854,35.445.252/0001-09,C. A. A. MORAES PRODUCOES CINEMATROGRAFICAS LTDA,AZEVEDO & FARIAS PRODUTORA DE VIDEOS LTDA - ME / VISIONÁRIA FILMES,22.188.491/0001-89
14949,09.513.620/0001-07,GUARIBA FILMES LTDA - ME,ECOFALANTE,05.678.997/0001-57
22659,07.906.778/0001-03,ALFAMAWEB INFORMÁTICA LTDA,ALFAMA PLAY SOLUÇÕES DIGITAIS LTDA - ME,26.759.078/0001-88
1635,05.638.479/0001-00,FIJI PRODUÇÕES AUDIOVISUAIS LTDA,D F F DIANA FOTO FILME E TELECOMUNICACOES LTDA,52.559.671/0001-90
48032,08.648.329/0001-75,ONDE MANAUS COMUNICACAO E PUBLICIDADE EIRELI,ONDE COMUNICAÇÃO E PUBLICIDADE LTDA,32.845.837/0001-28
1872,05.645.012/0001-97,CIRCUS FILMS LTDA,VHM COMUNICAÇÃO EIRELI,13.271.724/0001-11
19465,03.569.447/0001-74,CINE LASER CINEMAS EIRELI,CINE LASER CINEMAS UMUARAMA LTDA,40.850.944/0001-72
40661,25.275.966/0001-62,"ALTER CONTENT MÍDIA, CONSULTORIA E PROMOÇÃO DE EVENTOS LTDA ME",T2A PARTICIPAÇÕES LTDA,32.138.883/0001-97
39768,28.833.314/0001-94,TAKE4 GESTÃO DE ATIVOS LTDA,T2A PARTICIPAÇÕES LTDA,32.138.883/0001-97
1316,01.766.744/0001-84,RBC REDE BRASILEIRA DE COMUNICAÇÃO S/A,MOC COMUNICACAO S/A,31.385.373/0001-51
21106,02.854.498/0001-85,CHATO LTDA,GUILHERME FONTES FILMES LTDA,31.622.483/0001-90
23930,17.527.718/0001-33,VIRA LATAO PRODUCOES LTDA,VIRA LATA FINALIZACAO EIRELI - ME,16.755.071/0001-34
28047,19.409.378/0001-71,EMELI PARTICIPAÇÕES EIRELI,CINE ELI AMAZONAS CINEMAS LTDA,28.619.116/0001-22
2872,00.812.310/0001-00,EMPRESA CENTERPLEX DE CINEMAS LTDA,CINE ELI AMAZONAS CINEMAS LTDA,28.619.116/0001-22
16321,10.785.710/0001-28,EMPRESA DE CINEMAS FORTALEZA LTDA,CINE ELI AMAZONAS CINEMAS LTDA,28.619.116/0001-22
421,29.527.413/0001-00,FUNDACAO ROBERTO MARINHO,FUNDACAO EDUCATIVA DE RADIODIFUSAO FUTURA,03.741.577/0001-42
41991,31.694.954/0001-75,ARTEPLEX DISTRIBUIDORA LTDA,CINE COMERCIAL PASSO FUNDO LTDA,27.380.966/0001-58
32112,19.567.967/0001-88,WMHD PRODUÇÕES EM ALTA DEFINIÇÃO LTDA,WM HIGH DEFINITION PRODUÇÕES EIRELI,25.070.155/0001-25
30392,21.674.572/0001-26,LEMONADE FILMES,LEMONADE HUB LTDA EPP,43.551.784/0001-59
1911,00.669.963/0001-82,NACH VÍDEO PRODUÇÕES LTDA,GANESHA PRODUÇÕES ARTÍSTICAS LTDA,03.763.316/0001-23
37455,28.032.122/0001-89,FLORIPA FILMES LTDA,GOYTACAZES FILMES LTDA,34.099.574/0001-80
44834,35.477.354/0001-06,CINEINTER EXIBICOES CINEMATOGRAFICAS LTDA,GOYTACAZES FILMES LTDA,34.099.574/0001-80
2977,05.297.810/0001-75,JUBARTE FILMES LTDA-ME,GOYTACAZES FILMES LTDA,34.099.574/0001-80
30976,22.656.616/0001-58,ONSE FILMES LTDA - ME,11 VISUALS PRODUÇÕES DE FILMES LTDA - ME,17.494.118/0001-16
47328,19.361.857/0001-65,CINESALA EXIBIÇÕES E EVENTOS LTDA,ARTEPLEX DISTRIBUIDORA LTDA,31.694.954/0001-75
33919,25.211.934/0001-01,CARANTO MEDIA LTDA,FILMES ATROÁ CINEMATOGRÁFICA LTDA,15.650.137/0001-69
